time_min,C,OH_mol_per_L
12.4,0.0,0.0
12.450000000000001,0.0,1.46e-09
12.5,0.0,0.0
12.55,0.0,1.46e-09
12.600000000000001,0.0,0.0
12.65,0.0,1.46e-09
12.700000000000001,0.0,0.0
12.75,0.0,1.46e-09
12.8,0.0,0.0
12.850000000000001,0.0,1.46e-09
12.9,0.0,0.0
12.950000000000001,0.0,1.46e-09
13.0,0.0,0.0
13.05,0.0,1.46e-09
13.100000000000001,0.0,0.0
13.15,0.0,1.46e-09
13.200000000000001,0.0,0.0
13.25,0.0,1.46e-09
13.3,0.0,0.0
13.350000000000001,0.0,1.46e-09
13.4,0.0,0.0
13.450000000000001,0.0,1.46e-09
13.5,0.0,0.0
13.55,0.0,1.46e-09
13.600000000000001,0.0,0.0
13.65,0.0,1.46e-09
13.700000000000001,0.0,0.0
13.75,0.0,1.46e-09
13.8,0.0,0.0
13.850000000000001,0.0,1.46e-09
13.9,0.0,0.0
13.950000000000001,0.0,1.46e-09
14.0,0.0,0.0
14.05,0.0,1.46e-09
14.100000000000001,0.0,0.0
14.15,0.0,1.46e-09
14.200000000000001,0.0,0.0
14.25,0.0,1.46e-09
14.3,0.0,0.0
14.350000000000001,0.0,1.46e-09
14.4,0.0,0.0
14.450000000000001,0.0,1.46e-09
14.5,0.0,0.0
14.55,0.0,1.46e-09
14.600000000000001,0.0,0.0
14.65,0.0,1.46e-09
14.700000000000001,0.0,0.0
14.75,0.0,1.46e-09
14.8,0.0,0.0
14.850000000000001,0.0,1.46e-09
14.9,0.0,0.0
14.950000000000001,0.0,1.46e-09
15.0,0.0,0.0
15.05,0.0,1.46e-09
15.100000000000001,0.0,0.0
15.15,0.0,1.46e-09
15.200000000000001,0.0,0.0
15.25,0.0,1.46e-09
15.3,0.0,0.0
15.350000000000001,0.0,1.46e-09
15.4,0.0,0.0
15.450000000000001,0.0,1.46e-09
15.5,0.0,0.0
15.55,0.0,1.46e-09
15.600000000000001,0.0,0.0
15.65,0.0,1.46e-09
15.700000000000001,0.0,0.0
15.75,0.0,1.46e-09
15.8,0.0,0.0
15.850000000000001,0.0,1.46e-09
15.9,0.0,0.0
15.950000000000001,0.0,1.46e-09
16.0,0.0,0.0
16.05,0.0,1.46e-09
16.1,0.0,0.0
16.150000000000002,0.0,1.46e-09
16.2,0.0,0.0
16.25,0.0,1.46e-09
16.3,0.0,0.0
16.35,0.0,1.46e-09
16.400000000000002,0.0,0.0
16.45,0.0,1.46e-09
16.5,0.0,0.0
16.55,0.0,1.46e-09
16.6,0.0,0.0
16.650000000000002,0.0,1.46e-09
16.7,0.0,0.0
16.75,0.0,1.46e-09
16.8,0.0,0.0
16.85,0.0,1.46e-09
16.900000000000002,0.0,0.0
16.95,0.0,1.46e-09
17.0,0.0,0.0
17.05,0.0,1.46e-09
17.1,0.0,0.0
17.150000000000002,0.0,1.46e-09
17.2,0.0,0.0
17.25,0.0,1.46e-09
17.3,0.0,0.0
17.35,0.0,1.46e-09
17.400000000000002,0.0,0.0
17.45,0.0,1.46e-09
17.5,0.0,0.0
17.55,0.0,1.46e-09
17.6,0.0,0.0
17.650000000000002,0.0,1.46e-09
17.7,0.0,0.0
17.75,0.0,1.46e-09
17.8,0.0,0.0
17.85,0.0,1.46e-09
17.900000000000002,0.0,0.0
17.95,0.0,1.46e-09
18.0,0.0,0.0
18.05,0.0,1.46e-09
18.1,0.0,0.0
18.150000000000002,0.0,1.46e-09
18.2,0.0,0.0
18.25,0.0,1.46e-09
18.3,0.0,0.0
18.35,0.0,1.46e-09
18.400000000000002,0.0,0.0
18.45,0.0,1.46e-09
18.5,0.0,0.0
18.55,0.0,1.46e-09
18.6,0.0,0.0
18.650000000000002,0.0,1.46e-09
18.7,0.0,0.0
18.75,0.0,1.46e-09
18.8,0.0,0.0
18.85,0.0,1.46e-09
18.900000000000002,0.0,0.0
18.95,0.0,1.46e-09
19.0,0.0,0.0
19.05,0.0,1.46e-09
19.1,0.0,0.0
19.150000000000002,0.0,1.46e-09
19.200000000000003,0.0,0.0
19.25,0.0,1.46e-09
19.3,0.0,0.0
19.35,0.0,1.46e-09
19.400000000000002,0.0,0.0
19.450000000000003,0.0,1.46e-09
19.5,0.0,0.0
19.55,0.0,1.46e-09
19.6,0.0,0.0
19.650000000000002,0.0,1.46e-09
19.700000000000003,0.0,0.0
19.75,0.0,1.46e-09
19.8,0.0,0.0
19.85,0.0,1.46e-09
19.900000000000002,0.0,0.0
19.950000000000003,0.0,1.46e-09
20.0,0.0,0.0
20.05,0.0,1.46e-09
20.1,0.0,0.0
20.150000000000002,0.0,1.46e-09
20.200000000000003,0.0,0.0
20.25,0.0,1.46e-09
20.3,0.0,0.0
20.35,0.0,1.46e-09
20.400000000000002,0.0,0.0
20.450000000000003,0.0,1.46e-09
20.5,0.0,0.0
20.55,0.0,1.46e-09
20.6,0.0,0.0
20.650000000000002,0.0,1.46e-09
20.700000000000003,0.0,0.0
20.75,0.0,1.46e-09
20.8,0.0,0.0
20.85,0.0,1.46e-09
20.900000000000002,0.0,0.0
20.950000000000003,0.0,1.46e-09
21.0,0.0,0.0
21.05,0.0,1.46e-09
21.1,0.0,0.0
21.150000000000002,0.0,1.46e-09
21.200000000000003,0.0,0.0
21.25,0.0,1.46e-09
21.3,0.0,0.0
21.35,0.0,1.46e-09
21.400000000000002,0.0,0.0
21.450000000000003,0.0,1.46e-09
21.5,0.0,0.0
21.55,0.0,1.46e-09
21.6,0.0,0.0
21.650000000000002,0.0,1.46e-09
21.700000000000003,0.0,0.0
21.75,0.0,1.46e-09
21.8,0.0,0.0
21.85,0.0,1.46e-09
21.900000000000002,0.0,0.0
21.950000000000003,0.0,1.46e-09
22.0,0.0,0.0
22.05,0.0,1.46e-09
22.1,0.0,0.0
22.150000000000002,0.0,1.46e-09
22.200000000000003,0.0,0.0
22.25,0.0,1.46e-09
22.3,0.0,0.0
22.35,0.0,1.46e-09
22.400000000000002,0.0,0.0
22.450000000000003,0.0,1.46e-09
22.5,0.0,0.0
22.55,0.0,1.46e-09
22.6,0.0,0.0
22.650000000000002,0.0,1.46e-09
22.700000000000003,0.0,0.0
22.75,0.0,1.46e-09
22.8,0.0,0.0
22.85,0.0,1.46e-09
22.900000000000002,0.0,0.0
22.950000000000003,0.0,1.46e-09
23.0,0.0,0.0
23.05,0.0,1.46e-09
23.1,0.0,0.0
23.150000000000002,0.0,1.46e-09
23.200000000000003,0.0,0.0
23.25,0.0,1.46e-09
23.3,0.0,0.0
23.35,0.0,1.46e-09
23.400000000000002,0.0,0.0
23.450000000000003,0.0,1.46e-09
23.5,0.0,0.0
23.55,0.0,1.46e-09
23.6,0.0,0.0
23.650000000000002,0.0,1.46e-09
23.700000000000003,0.0,0.0
23.75,0.0,1.46e-09
23.8,0.0,0.0
23.85,0.0,1.46e-09
23.900000000000002,0.0,0.0
23.950000000000003,0.0,1.46e-09
24.0,0.0,0.0
24.05,0.0,1.46e-09
24.1,0.0,0.0
24.150000000000002,0.0,1.46e-09
24.200000000000003,0.0,0.0
24.25,0.0,1.46e-09
24.3,0.0,0.0
24.35,0.0,1.46e-09
24.400000000000002,0.0,0.0
24.450000000000003,0.0,1.46e-09
24.5,0.0,0.0
24.55,0.0,1.46e-09
24.6,0.0,0.0
24.650000000000002,0.0,1.46e-09
24.700000000000003,0.0,0.0
24.75,0.0,1.46e-09
24.8,0.0,0.0
24.85,0.0,1.46e-09
24.900000000000002,0.0,0.0
24.950000000000003,0.0,1.46e-09
25.0,0.0,0.0
25.05,0.0,1.46e-09
25.1,0.0,0.0
25.150000000000002,0.0,1.46e-09
25.200000000000003,0.0,0.0
25.25,0.0,1.46e-09
25.3,0.0,0.0
25.35,0.0,1.46e-09
25.400000000000002,0.0,0.0
25.450000000000003,0.0,1.46e-09
25.5,0.0,0.0
25.55,0.0,1.46e-09
25.6,0.0,0.0
25.650000000000002,0.0,1.46e-09
25.700000000000003,0.0,0.0
25.75,0.0,1.46e-09
25.8,0.0,0.0
25.85,0.0,1.46e-09
25.900000000000002,0.0,0.0
25.950000000000003,0.0,1.46e-09
26.0,0.0,0.0
26.05,0.0,1.46e-09
26.1,0.0,0.0
26.150000000000002,0.0,1.46e-09
26.200000000000003,0.0,0.0
26.25,0.0,1.46e-09
26.3,0.0,0.0
26.35,0.0,1.46e-09
26.400000000000002,0.0,0.0
26.450000000000003,0.0,1.46e-09
26.5,0.0,0.0
26.55,0.0,1.46e-09
26.6,0.0,0.0
26.650000000000002,0.0,1.46e-09
26.700000000000003,0.0,0.0
26.75,0.0,1.46e-09
26.8,0.0,0.0
26.85,0.0,1.46e-09
26.900000000000002,0.0,0.0
26.950000000000003,0.0,1.46e-09
27.0,0.0,0.0
27.05,0.0,1.46e-09
27.1,0.0,0.0
27.150000000000002,0.0,1.46e-09
27.200000000000003,0.0,0.0
27.25,0.0,1.46e-09
27.3,0.0,0.0
27.35,0.0,1.46e-09
27.400000000000002,0.0,0.0
27.450000000000003,0.0,1.46e-09
27.5,0.0,0.0
27.55,0.0,1.46e-09
27.6,0.0,0.0
27.650000000000002,0.0,1.46e-09
27.700000000000003,0.0,0.0
27.75,0.0,1.46e-09
27.8,0.0,0.0
27.85,0.0,1.46e-09
27.900000000000002,0.0,0.0
27.950000000000003,0.0,1.46e-09
28.0,0.0,0.0
28.05,0.0,1.46e-09
28.1,0.0,0.0
28.150000000000002,0.0,1.46e-09
28.200000000000003,0.0,0.0
28.25,0.0,1.46e-09
28.3,0.0,0.0
28.35,0.0,1.46e-09
28.400000000000002,0.0,0.0
28.450000000000003,0.0,1.46e-09
28.5,0.0,0.0
28.55,0.0,1.46e-09
28.6,0.0,0.0
28.650000000000002,0.0,1.46e-09
28.700000000000003,0.0,0.0
28.75,0.0,1.46e-09
28.8,0.0,0.0
28.85,0.0,1.46e-09
28.900000000000002,0.0,0.0
28.950000000000003,0.0,1.46e-09
29.0,0.0,0.0
29.05,0.0,1.46e-09
29.1,0.0,0.0
29.150000000000002,0.0,1.46e-09
29.200000000000003,0.0,0.0
29.25,0.0,1.46e-09
29.3,0.0,0.0
29.35,0.0,1.46e-09
29.400000000000002,0.0,0.0
29.450000000000003,0.0,1.46e-09
29.5,0.0,0.0
29.55,0.0,1.46e-09
29.6,0.0,0.0
29.650000000000002,0.0,1.46e-09
29.700000000000003,0.0,0.0
29.75,0.0,1.46e-09
29.8,0.0,0.0
29.85,0.0,1.46e-09
29.900000000000002,0.0,0.0
29.950000000000003,0.0,1.46e-09
30.0,0.0,0.0
30.05,0.0,1.46e-09
30.1,0.0,0.0
30.150000000000002,0.0,1.46e-09
30.200000000000003,0.0,0.0
30.25,0.0,1.46e-09
30.3,0.0,0.0
30.35,0.0,1.46e-09
30.400000000000002,0.0,0.0
30.450000000000003,0.0,1.46e-09
30.5,0.0,0.0
30.55,0.0,1.46e-09
30.6,0.0,0.0
30.650000000000002,0.0,1.46e-09
30.700000000000003,0.0,0.0
30.75,0.0,1.46e-09
30.8,0.0,0.0
30.85,0.0,1.46e-09
30.900000000000002,0.0,0.0
30.950000000000003,0.0,1.46e-09
31.0,0.0,0.0
31.05,0.0,1.46e-09
31.1,0.0,0.0
31.150000000000002,0.0,1.46e-09
31.200000000000003,0.0,0.0
31.25,0.0,1.46e-09
31.3,0.0,0.0
31.35,0.0,1.46e-09
31.400000000000002,0.0,0.0
31.450000000000003,0.0,1.46e-09
31.5,0.0,0.0
31.55,0.0,1.46e-09
31.6,0.0,0.0
31.650000000000002,0.0,1.46e-09
31.700000000000003,0.0,0.0
31.75,0.0,1.46e-09
31.8,0.0,0.0
31.85,0.0,1.46e-09
31.900000000000002,0.0,0.0
31.950000000000003,0.0,1.46e-09
32.0,0.0,0.0
32.050000000000004,0.0,1.46e-09
32.1,0.0,0.0
32.15,0.0,1.46e-09
32.2,0.0,0.0
32.25,0.0,1.46e-09
32.300000000000004,0.0,0.0
32.35,0.0,1.46e-09
32.4,0.0,0.0
32.45,0.0,1.46e-09
32.5,0.0,0.0
32.550000000000004,0.0,1.46e-09
32.6,0.0,0.0
32.65,0.0,1.46e-09
32.7,0.0,0.0
32.75,0.0,1.46e-09
32.800000000000004,0.0,0.0
32.85,0.0,1.46e-09
32.9,0.0,0.0
32.95,0.0,1.46e-09
33.0,0.0,0.0
33.050000000000004,0.0,1.46e-09
33.1,0.0,0.0
33.15,0.0,1.46e-09
33.2,0.0,0.0
33.25,0.0,1.46e-09
33.300000000000004,0.0,0.0
33.35,0.0,1.46e-09
33.4,0.0,0.0
33.45,0.0,1.46e-09
33.5,0.0,0.0
33.550000000000004,0.0,1.46e-09
33.6,0.0,0.0
33.65,0.0,1.46e-09
33.7,0.0,0.0
33.75,0.0,1.46e-09
33.800000000000004,0.0,0.0
33.85,0.0,1.46e-09
33.9,0.0,0.0
33.95,0.0,1.46e-09
34.0,0.0,0.0
34.050000000000004,0.0,1.46e-09
34.1,0.0,0.0
34.15,0.0,1.46e-09
34.2,0.0,0.0
34.25,0.0,1.46e-09
34.300000000000004,0.0,0.0
34.35,0.0,1.46e-09
34.4,0.0,0.0
34.45,0.0,1.46e-09
34.5,0.0,0.0
34.550000000000004,0.0,1.46e-09
34.6,0.0,0.0
34.65,0.0,1.46e-09
34.7,0.0,0.0
34.75,0.0,1.46e-09
34.800000000000004,0.0,0.0
34.85,0.0,1.46e-09
34.9,0.0,0.0
34.95,0.0,1.46e-09
35.0,0.0,0.0
35.050000000000004,0.0,1.46e-09
35.1,0.0,0.0
35.15,0.0,1.46e-09
35.2,0.0,0.0
35.25,0.0,1.46e-09
35.300000000000004,0.0,0.0
35.35,0.0,1.46e-09
35.4,0.0,0.0
35.45,0.0,1.46e-09
35.5,0.0,0.0
35.550000000000004,0.0,1.46e-09
35.6,0.0,0.0
35.65,0.0,1.46e-09
35.7,0.0,0.0
35.75,0.0,1.46e-09
35.800000000000004,0.0,0.0
35.85,0.0,1.46e-09
35.9,0.0,0.0
35.95,0.0,1.46e-09
36.0,0.0,0.0
36.050000000000004,0.0,1.46e-09
36.1,0.0,0.0
36.15,0.0,1.46e-09
36.2,0.0,0.0
36.25,0.0,1.46e-09
36.300000000000004,0.0,0.0
36.35,0.0,1.46e-09
36.4,0.0,0.0
36.45,0.0,1.46e-09
36.5,0.0,0.0
36.550000000000004,0.0,1.46e-09
36.6,0.0,0.0
36.65,0.0,1.46e-09
36.7,0.0,0.0
36.75,0.0,1.46e-09
36.800000000000004,0.0,0.0
36.85,0.0,1.46e-09
36.9,0.0,0.0
36.95,0.0,1.46e-09
37.0,0.0,0.0
37.050000000000004,0.0,1.46e-09
37.1,0.0,0.0
37.15,0.0,1.46e-09
37.2,0.0,0.0
37.25,0.0,1.46e-09
37.300000000000004,0.0,0.0
37.35,0.0,1.46e-09
37.4,0.0,0.0
37.45,0.0,1.46e-09
37.5,0.0,0.0
37.550000000000004,0.0,1.46e-09
37.6,0.0,0.0
37.65,0.0,1.46e-09
37.7,0.0,0.0
37.75,0.0,1.46e-09
37.800000000000004,0.0,0.0
37.85,0.0,1.46e-09
37.9,0.0,0.0
37.95,0.0,1.46e-09
38.0,0.0,0.0
38.050000000000004,0.0,1.46e-09
38.1,0.0,0.0
38.15,0.0,1.46e-09
38.2,0.0,0.0
38.25,0.0,1.46e-09
38.300000000000004,0.0,0.0
38.35,0.0,1.46e-09
38.400000000000006,0.0,0.0
38.45,0.0,1.46e-09
38.5,0.0,0.0
38.550000000000004,0.0,1.46e-09
38.6,0.0,0.0
38.650000000000006,0.0,1.46e-09
38.7,0.0,0.0
38.75,0.0,1.46e-09
38.800000000000004,0.0,0.0
38.85,0.0,1.46e-09
38.900000000000006,0.0,0.0
38.95,0.0,1.46e-09
39.0,0.0,0.0
39.050000000000004,0.0,1.46e-09
39.1,0.0,0.0
39.150000000000006,0.0,1.46e-09
39.2,0.0,0.0
39.25,0.0,1.46e-09
39.300000000000004,0.0,0.0
39.35,0.0,1.46e-09
39.400000000000006,0.0,0.0
39.45,0.0,1.46e-09
39.5,0.0,0.0
39.550000000000004,0.0,1.46e-09
39.6,0.0,0.0
39.650000000000006,0.0,1.46e-09
39.7,0.0,0.0
39.75,0.0,1.46e-09
39.800000000000004,0.0,0.0
39.85,0.0,1.46e-09
39.900000000000006,0.0,0.0
39.95,0.0,1.46e-09
40.0,0.0,0.0
40.050000000000004,0.0,1.46e-09
40.1,0.0,0.0
40.150000000000006,0.0,1.46e-09
40.2,0.0,0.0
40.25,0.0,1.46e-09
40.300000000000004,0.0,0.0
40.35,0.0,1.46e-09
40.400000000000006,0.0,0.0
40.45,0.0,1.46e-09
40.5,0.0,0.0
40.550000000000004,0.0,1.46e-09
40.6,0.0,0.0
40.650000000000006,0.0,1.46e-09
40.7,0.0,0.0
40.75,0.0,1.46e-09
40.800000000000004,0.0,0.0
40.85,0.0,1.46e-09
40.900000000000006,0.0,0.0
40.95,0.0,1.46e-09
41.0,0.0,0.0
41.050000000000004,0.0,1.46e-09
41.1,0.0,0.0
41.150000000000006,0.0,1.46e-09
41.2,0.0,0.0
41.25,0.0,1.46e-09
41.300000000000004,0.0,0.0
41.35,0.0,1.46e-09
41.400000000000006,0.0,0.0
41.45,0.0,1.46e-09
41.5,0.0,0.0
41.550000000000004,0.0,1.46e-09
41.6,0.0,0.0
41.650000000000006,0.0,1.46e-09
41.7,0.0,0.0
41.75,0.0,1.46e-09
41.800000000000004,0.0,0.0
41.85,0.0,1.46e-09
41.900000000000006,0.0,0.0
41.95,0.0,1.46e-09
42.0,0.0,0.0
42.050000000000004,0.0,1.46e-09
42.1,0.0,0.0
42.150000000000006,0.0,1.46e-09
42.2,0.0,0.0
42.25,0.0,1.46e-09
42.300000000000004,0.0,0.0
42.35,0.0,1.46e-09
42.400000000000006,0.0,0.0
42.45,0.0,1.46e-09
42.5,0.0,0.0
42.550000000000004,0.0,1.46e-09
42.6,0.0,0.0
42.650000000000006,0.0,1.46e-09
42.7,0.0,0.0
42.75,0.0,1.46e-09
42.800000000000004,0.0,0.0
42.85,0.0,1.46e-09
42.900000000000006,0.0,0.0
42.95,0.0,1.46e-09
43.0,0.0,0.0
43.050000000000004,0.0,1.46e-09
43.1,0.0,0.0
43.150000000000006,0.0,1.46e-09
43.2,0.0,0.0
43.25,0.0,1.46e-09
43.300000000000004,0.0,0.0
43.35,0.0,1.46e-09
43.400000000000006,0.0,0.0
43.45,0.0,1.46e-09
43.5,0.0,0.0
43.550000000000004,0.0,1.46e-09
43.6,0.0,0.0
43.650000000000006,0.0,1.46e-09
43.7,0.0,0.0
43.75,0.0,1.46e-09
43.800000000000004,0.0,0.0
43.85,0.0,1.46e-09
43.900000000000006,0.0,0.0
43.95,0.0,1.46e-09
44.0,0.0,0.0
44.050000000000004,0.0,1.46e-09
44.1,0.0,0.0
44.150000000000006,0.0,1.46e-09
44.2,0.0,0.0
44.25,0.0,1.46e-09
44.300000000000004,0.0,0.0
44.35,0.0,1.46e-09
44.400000000000006,0.0,0.0
44.45,0.0,1.46e-09
44.5,0.0,0.0
44.550000000000004,0.0,1.46e-09
44.6,0.0,0.0
44.650000000000006,0.0,1.46e-09
44.7,0.0,0.0
44.75,0.0,1.46e-09
44.800000000000004,0.0,0.0
44.85,0.0,1.46e-09
44.900000000000006,0.0,0.0
44.95,0.0,1.46e-09
45.0,0.0,0.0
45.050000000000004,0.0,1.46e-09
45.1,0.0,0.0
45.150000000000006,0.0,1.46e-09
45.2,0.0,0.0
45.25,0.0,1.46e-09
45.300000000000004,0.0,0.0
45.35,0.0,1.46e-09
45.400000000000006,0.0,0.0
45.45,0.0,1.46e-09
45.5,0.0,0.0
45.550000000000004,0.0,1.46e-09
45.6,0.0,0.0
45.650000000000006,0.0,1.46e-09
45.7,0.0,0.0
45.75,0.0,1.46e-09
45.800000000000004,0.0,0.0
45.85,0.0,1.46e-09
45.900000000000006,0.0,0.0
45.95,0.0,1.46e-09
46.0,0.0,0.0
46.050000000000004,0.0,1.46e-09
46.1,0.0,0.0
46.150000000000006,0.0,1.46e-09
46.2,0.0,0.0
46.25,0.0,1.46e-09
46.300000000000004,0.0,0.0
46.35,0.0,1.46e-09
46.400000000000006,0.0,0.0
46.45,0.0,1.46e-09
46.5,0.0,0.0
46.550000000000004,0.0,1.46e-09
46.6,0.0,0.0
46.650000000000006,0.0,1.46e-09
